"id_plot","species","ba","dist","alt_dif","sppt","reg_ilex","reg_fag","spp3","spp12","utm_x","utm_y","twi","land_use"
44,"q_ilex",68.7773,341.604227269688,55.638646728804,0.00528096941163967,10,4,0.00155386632808493,0.00376285630052144,484347,4538152,4.332840595,"A"
45,"q_ilex",59.0978,365.1378788131,58.2334171462148,0.00381635712819716,12,0,0.00107577348332096,0.00277008903004575,484407,4538152,4.418365498,"A"
46,"q_ilex",45.7274,388.625360757001,53.5349369109845,0.00265980223994885,2,1,0.000672419141985671,0.00198738309796318,484467,4538152,4.588866472,"A"
47,"q_ilex",32.2525,413.420867653318,39.7493552686497,0.00176662735650912,7,2,0.000321196093864688,0.00144543126264444,484527,4538152,3.912537727,"M"
48,"q_ilex",16.4288,418.712751454768,23.7660668369563,0.000907880074815978,3,0,7.7697210301573e-05,0.000830182864514405,484587,4538152,4.992023563,"A"
49,"q_ilex",7.519,419.584876101857,-2.5848393685381,0.000497022046172985,6,0,0,0.000497022046172985,484647,4538152,5.986066246,"A"
50,"q_ilex",3.9526,407.259232515207,-18.8841911833272,0.000262950367222985,2,0,0,0.000262950367222985,484707,4538152,4.005764246,"M"
51,"q_ilex",2.9236,400.450686578571,-14.4638929277571,0.000174643951394795,6,3,0,0.000174643951394795,484767,4538152,4.610514984,"M"
52,"q_ilex",2.1031,403.246348727723,-2.84592895274257,0.000116656834863248,12,2,0,0.000116656834863248,484827,4538152,4.619715872,"M"
54,"q_ilex",60.4501,359.082077886059,40.9588118250833,0.00397888187515332,5,5,0.00107321677989574,0.00290566509525758,484407,4538092,4.832380037,"A"
55,"q_ilex",49.522,387.898667041757,32.2487924194668,0.00299148291760377,9,0,0.000701080034794547,0.00229040288280922,484467,4538092,5.086028175,"A"
56,"q_ilex",34.1328,411.809478649732,23.3132911286326,0.002090197167597,17,0,0.000356787593733039,0.00173340957386396,484527,4538092,5.005853176,"A"
57,"q_ilex",17.6641,419.006457684698,3.65092217260261,0.00109443432918467,7,4,7.93760654758512e-05,0.00101505826370882,484587,4538092,3.628190432,"A"
58,"q_ilex",8.7365,420.847725792656,-3.47635399354149,0.000625168813529325,7,0,0,0.000625168813529325,484647,4538092,4.943268228,"A"
59,"q_ilex",4.1486,394.877248515628,-17.4711227370519,0.00031340050177188,10,2,0,0.00031340050177188,484707,4538092,4.404579315,"M"
60,"q_ilex",3.05,382.496177130844,-26.4328651532468,0.000212567911781856,5,0,0,0.000212567911781856,484767,4538092,7.461274109,"M"
61,"q_ilex",2.5336,393.281822653968,-15.0021760378571,0.000154107202282373,3,0,0,0.000154107202282373,484827,4538092,5.28312789,"M"
62,"q_ilex",1.9136,404.285396529293,-6.13756832936364,0.000105313203637874,5,1,0,0.000105313203637874,484887,4538092,4.923833733,"M"
65,"q_ilex",35.2379,408.789739990338,6.21305479426582,0.00722466186888718,10,0,0.000365563915639052,0.00685909795324813,484527,4538032,4.463499336,"M"
66,"q_ilex",19.7407,417.003555697103,6.45400310812704,0.00228375937835904,5,0,0.000109061258610202,0.00217469811974884,484587,4538032,4.649858804,"A"
67,"q_ilex",9.5573,417.500356656232,5.82115052453309,0.000678318318721059,3,0,0,0.000678318318721059,484647,4538032,5.111591358,"A"
68,"q_ilex",4.8805,391.106402835851,-0.357015290124113,0.000403771010694698,6,0,0,0.000403771010694698,484707,4538032,5.28224453,"A"
69,"q_ilex",3.5563,377.603884790513,-8.18345428770257,0.000337709667771334,5,2,0,0.000337709667771334,484767,4538032,4.871879578,"M"
70,"q_ilex",2.9783,386.804829276667,-14.4648114293457,0.00020480030879052,2,0,0,0.00020480030879052,484827,4538032,6.429294605,"M"
71,"q_ilex",2.4186,393.080393895238,-13.8101022841825,0.00014251875048358,1,0,0,0.00014251875048358,484887,4538032,6.497630701,"M"
72,"q_ilex",1.7121,400.295527995876,-9.63398516313402,9.43393426169441e-05,3,0,0,9.43393426169441e-05,484947,4538032,5.613078871,"M"
73,"q_ilex",65.553,364.978198973345,0.570326616036873,0.00702445777391043,2,0,0.00103156075566008,0.00599289701825035,484407,4537972,7.033175268,"M"
74,"q_ilex",52.2302,391.755548921275,16.6291356239518,0.00372542980157199,10,0,0.000661113501252519,0.00306431630031947,484467,4537972,5.132092934,"A"
75,"q_ilex",34.6578,406.811447615273,22.9047640601146,0.00228845219287082,7,1,0.000285096126149175,0.00200335606672164,484527,4537972,4.515644436,"A"
76,"q_ilex",22.1593,416.034616267026,15.8066981939971,0.00156432220944926,5,0,0.000132807871430447,0.00143151433801882,484587,4537972,7.040044689,"A"
77,"q_ilex",10.9139,400.725241310543,16.0246084473967,0.000874602664335355,5,1,4.92504704291133e-05,0.000825352193906242,484647,4537972,5.175866652,"A"
78,"q_ilex",5.9117,379.603179526287,13.783430876009,0.000665454540023633,1,0,0,0.000665454540023633,484707,4537972,5.074064999,"A"
79,"q_ilex",4.4102,369.351616509183,12.1226376968797,0.000986675370384554,6,0,0,0.000986675370384554,484767,4537972,4.999222355,"M"
80,"q_ilex",3.522,374.172982612245,3.40755289739286,0.000265232593222209,2,0,0,0.000265232593222209,484827,4537972,5.840977459,"M"
81,"q_ilex",2.869,380.666644953503,1.7309272544586,0.000183670719774132,6,1,0,0.000183670719774132,484887,4537972,6.081714592,"M"
82,"q_ilex",2.0883,390.564915669048,3.09095420392064,0.000125114703063604,15,4,0,0.000125114703063604,484947,4537972,5.440572481,"M"
83,"q_ilex",52.0839,389.425925562066,32.4889340727777,0.00376378852796611,17,2,0.000660918028318649,0.00310287049964747,484467,4537912,5.160590315,"A"
84,"q_ilex",33.4352,400.194192304226,37.1742030342636,0.00215566968693886,8,2,0.000260307757905689,0.00189536192903317,484527,4537912,4.904203725,"A"
85,"q_ilex",19.79,399.848545634016,31.7838317029475,0.00143944378369364,5,0,9.45540116859783e-05,0.00134488977200766,484587,4537912,6.062535038,"A"
86,"q_ilex",13,391.739917056327,27.5420297774118,0.000987170166860763,3,2,5.74520929163254e-05,0.000929718073944438,484647,4537912,5.810102348,"A"
87,"q_ilex",8.5471,377.569015743886,30.5469685733815,0.000688207045810404,10,3,3.41287192537402e-05,0.000654078326556664,484707,4537912,5.044889917,"A"
88,"q_ilex",5.4393,366.281083740891,28.8678507415215,0.000480157451008237,4,0,0,0.000480157451008237,484767,4537912,4.628961849,"M"
89,"q_ilex",4.2759,361.603316511288,22.6151632566481,0.000332501753451167,10,0,0,0.000332501753451167,484827,4537912,5.33721446,"M"
90,"q_ilex",3.366,370.860863258247,17.0101663163918,0.000235508270474357,10,3,0,0.000235508270474357,484887,4537912,5.392027569,"M"
91,"q_ilex",2.4569,374.038829132667,13.9473721810467,0.000165575894824735,9,0,0,0.000165575894824735,484947,4537912,5.316689024,"M"
92,"q_ilex",53.7338,387.597359377518,44.8559768543141,0.00364736782143063,18,0,0.000683007783149692,0.00296436003828094,484467,4537852,4.76481432,"A"
93,"q_ilex",35.0417,393.434703413758,46.0654716807928,0.00240399514621963,15,2,0.000308759730746158,0.00209523541547348,484527,4537852,5.011008757,"A"
94,"q_ilex",21.5373,388.385463423966,46.8547326438112,0.00234655698073702,14,3,0.00012705425925043,0.00221950272148659,484587,4537852,5.008452816,"A"
95,"q_ilex",13.8608,372.079261924656,43.1840738870183,0.00118255282370423,14,3,6.71346249541314e-05,0.0011154181987501,484647,4537852,5.459729948,"A"
96,"q_ilex",10.7616,371.527574048434,44.5680109771389,0.00095484475093473,12,2,5.60715063988269e-05,0.000898773244535903,484707,4537852,5.499931755,"A"
97,"q_ilex",7.5764,365.927609387128,44.2177948398825,0.000748572476939333,6,0,3.36605210721184e-05,0.000714911955867215,484767,4537852,5.688888273,"A"
98,"q_ilex",4.7052,348.301240191524,32.8902445855316,0.000425763059149871,6,0,0,0.000425763059149871,484827,4537852,5.965734749,"M"
99,"q_ilex",3.6551,355.340324123094,25.3535831264619,0.000296519495039723,8,0,0,0.000296519495039723,484887,4537852,5.590532913,"M"
100,"q_ilex",2.8877,365.569768036902,19.302414595038,0.000241776159118627,3,1,0,0.000241776159118627,484947,4537852,5.405110674,"M"
101,"q_ilex",2.3722,382.714703959679,17.2809431225449,0.000181161278135706,1,0,0,0.000181161278135706,485007,4537852,5.118065329,"M"
102,"q_ilex",40.7408,383.189924241054,57.9520764961544,0.00278834600117864,1,0,0.000450995234241251,0.00233735076693739,484527,4537792,5.058420544,"A"
103,"q_ilex",27.4423,377.54738860982,61.0594345180931,0.00254411512815357,7,2,0.000290542536488212,0.00225357259166536,484587,4537792,4.230623255,"A"
104,"q_ilex",17.0505,359.845556850999,60.3358982263745,0.0015912506573522,18,1,0.000120058227206235,0.00147119243014597,484647,4537792,4.5301511,"A"
105,"q_ilex",12.2932,357.286362206206,58.6242551991755,0.00136907516051711,26,1,6.33426689229862e-05,0.00130573249159412,484707,4537792,5.168340578,"A"
106,"q_ilex",9.1842,358.202565269333,52.7135929434667,0.0014347972860876,20,0,3.79356820705337e-05,0.00139686160401707,484767,4537792,7.043480339,"A"
107,"q_ilex",5.8217,340.912747578471,38.1329251686204,0.000584865810032653,9,0,8.68624649721821e-06,0.000576179563535435,484827,4537792,5.120304213,"M"
108,"q_ilex",3.936,341.01352227164,25.773491667496,0.00037615388062812,8,1,0,0.00037615388062812,484887,4537792,6.365082293,"M"
109,"q_ilex",2.9993,352.554058485694,17.2433872445789,0.000315704652517943,4,0,0,0.000315704652517943,484947,4537792,5.434002228,"M"
110,"q_ilex",2.6078,369.635942739497,13.3321983692235,0.000236519042167286,9,0,0,0.000236519042167286,485007,4537792,5.317808113,"M"
114,"q_ilex",17.9713,357.727066528366,65.8577793594606,0.00189428386897923,11,1,0.000142425014010829,0.0017518588549684,484707,4537732,5.104117622,"A"
115,"q_ilex",10.7349,350.026741354565,56.913035882919,0.00160487999873261,13,1,5.0738824314814e-05,0.0015541411744178,484767,4537732,5.578508434,"A"
116,"q_ilex",7.731,341.881418535756,43.7413718937003,0.000901185169200564,5,0,3.43919511438361e-05,0.000866793218056728,484827,4537732,5.70884553,"M"
117,"q_ilex",4.3436,330.415850859348,26.3321114449312,0.000533457007101894,12,0,0,0.000533457007101894,484887,4537732,5.944261551,"M"
118,"q_ilex",3.0046,335.385953567803,3.18509918749776,0.000305771975147477,2,0,0,0.000305771975147477,484947,4537732,6.420612907,"M"
119,"q_ilex",2.8368,361.475387665862,-1.49120499810837,0.000220837794199327,10,0,0,0.000220837794199327,485007,4537732,5.629135466,"M"
122,"q_ilex",45.8458,352.096940858839,65.196112280278,0.00284670864911686,15,0,0.00103976485330158,0.00180694379581528,484647,4537672,5.928853436,"A"
123,"q_ilex",25.9591,351.545464012202,66.9825069567714,0.00337033294021573,0,0,0.000402783907757524,0.00296754903245821,484707,4537672,5.830750284,"A"
124,"q_ilex",15.6254,349.027441473774,60.2986284192762,0.0019536555673523,13,0,0.000124688289632536,0.00182896727771977,484767,4537672,5.694265223,"M"
125,"q_ilex",9.0085,336.59533326218,46.1056800749005,0.00148908665679675,6,0,4.51402720408291e-05,0.00144394638475592,484827,4537672,6.175521612,"M"
126,"q_ilex",4.8927,326.950594129097,24.5380935272419,0.000736298489028701,8,0,0,0.000736298489028701,484887,4537672,5.551082706,"M"
127,"q_ilex",3.2895,326.460805757469,-1.37225653183402,0.00034743499008088,8,0,0,0.00034743499008088,484947,4537672,5.181126432,"M"
128,"q_ilex",2.9327,348.412911102817,-21.2698245078545,0.000236114587190376,8,2,0,0.000236114587190376,485007,4537672,6.772457294,"M"
129,"q_ilex",110.8105,345.578282752644,35.5968046840682,0.0134314747843418,21,0,0.00434662629809735,0.00908484848624443,484467,4537612,4.095441561,"M"
130,"q_ilex",98.1858,346.637010202422,46.8061946524234,0.00688326160275599,26,3,0.00345833496416132,0.00342492663859467,484527,4537612,5.722343512,"A"
131,"q_ilex",81.777,349.915686722914,59.6643148379279,0.00502441080528631,16,0,0.002602925019158,0.0024214857861283,484587,4537612,5.533221016,"A"
132,"q_ilex",60.8734,347.996139455845,68.0653666676727,0.0040312605814594,11,0,0.00173743579377042,0.00229382478768899,484647,4537612,5.461245165,"A"
133,"q_ilex",45.4771,354.411619449308,72.1590050419499,0.0315824853348185,18,0,0.00111063111303517,0.0304718542217833,484707,4537612,4.646941881,"A"
134,"q_ilex",22.4694,344.405261580234,62.2157959246122,0.00223483169114166,7,0,0.000359106538899848,0.00187572515224181,484767,4537612,6.209155445,"M"
135,"q_ilex",13.0676,340.245851510018,48.3116536690698,0.00345185637432614,9,0,0.000115543285463048,0.0033363130888631,484827,4537612,5.591650963,"M"
136,"q_ilex",5.9402,330.827487465483,18.2628358221903,0.00069131490697204,8,1,0,0.00069131490697204,484887,4537612,4.558266511,"M"
137,"q_ilex",3.7499,324.396624066794,-6.75689011081298,0.000380055054561454,7,0,0,0.000380055054561454,484947,4537612,4.792424345,"M"
138,"q_ilex",116.3041,327.933153044504,46.29660978714,0.0112009937220132,9,2,0.00581354998774428,0.00538744373426889,484467,4537552,4.795864477,"A"
139,"q_ilex",108.1803,339.307061755586,58.0209697486679,0.00812160229431248,20,0,0.00460180981883588,0.00351979247547659,484527,4537552,5.586290703,"A"
140,"q_ilex",95.6349,344.841043677661,65.3725291320708,0.00630777275982023,21,2,0.0035970118607865,0.00271076089903374,484587,4537552,5.265277882,"M"
141,"q_ilex",78.8243,346.819774303151,73.1861012709782,0.00559653284401331,20,3,0.00264037539434115,0.00295615744967217,484647,4537552,5.418395386,"A"
142,"q_ilex",58.4125,344.443645630971,73.2674442364062,0.00505956166779208,7,0,0.00173284272447025,0.00332671894332183,484707,4537552,5.731002312,"M"
143,"q_ilex",34.8008,344.315914041645,63.7817688481206,0.00315805776936435,5,0,0.00082753167546288,0.00233052609390147,484767,4537552,5.531543493,"M"
144,"q_ilex",18.3944,342.961269789454,49.1237529037759,0.00212611260871022,9,0,0.000274268947687221,0.001851843661023,484827,4537552,5.073056221,"M"
145,"q_ilex",8.639,340.228858898529,17.2332326683342,0.000793186818856477,9,0,5.54010116537637e-05,0.000737785807202713,484887,4537552,4.107022333,"M"
146,"q_ilex",4.1278,323.891402661434,-22.9900620434516,0.00042415641237009,3,0,0,0.00042415641237009,484947,4537552,6.814840975,"M"
148,"q_ilex",128.9393,321.536358978552,44.1963675338334,0.0139158940096832,9,0,0.00783640501321552,0.00607948899646765,484467,4537492,5.044864912,"A"
149,"q_ilex",116.8358,333.432370290453,56.6444459703174,0.00988636082253988,27,3,0.00607113421131742,0.00381522661122246,484527,4537492,6.121269321,"A"
150,"q_ilex",103.3165,335.707893985932,65.6232853303195,0.00769381776779878,14,0,0.00465393769640509,0.0030398800713937,484587,4537492,5.031189575,"A"
151,"q_ilex",88.4928,340.964289552283,75.0686889261129,0.00652180424613787,18,2,0.0034437206755844,0.00307808357055347,484647,4537492,4.681690006,"A"
152,"q_ilex",69.981,340.862614722004,73.0115346304823,0.00571404749461596,0,0,0.00234379152463168,0.00337025596998429,484707,4537492,4.422696476,"M"
153,"q_ilex",45.7493,338.618509217156,56.5911145308976,0.00341593773546468,12,1,0.00132495500527697,0.00209098273018771,484767,4537492,5.283275185,"M"
154,"q_ilex",25.8784,346.33784221739,47.615240683361,0.00177000425732182,10,3,0.000535644368081963,0.00123435988923985,484827,4537492,4.911108809,"M"
155,"q_ilex",11.8944,342.003410937854,22.210920221842,0.000853083932971395,3,0,0.000121269554850927,0.000731814378120468,484887,4537492,4.635910888,"M"
156,"q_ilex",158.8803,302.839935864273,27.2394421175007,0.0260242845430618,22,3,0.0146448825693854,0.0113794019736764,484407,4537432,5.124374895,"A"
157,"q_ilex",145.57,316.008223278147,43.10770609143,0.0176559896095441,13,0,0.0114299259871311,0.00622606362241303,484467,4537432,4.788984394,"A"
158,"q_ilex",124.3874,325.436109255336,55.0167677757426,0.0125921269679548,11,0,0.0081196052105411,0.0044725217574137,484527,4537432,4.919582224,"A"
159,"q_ilex",108.7941,331.052817801895,62.4807147701571,0.00900578976724779,14,0,0.00581126605324713,0.00319452371400065,484587,4537432,5.424833307,"A"
160,"q_ilex",97.3122,333.351227371676,73.1458219647427,0.00722119285592702,12,1,0.0042992871234158,0.00292190573251122,484647,4537432,4.552102413,"A"
161,"q_ilex",77.5601,340.678803544817,69.5055532556858,0.00783446947803217,10,0,0.00289510351087962,0.00493936596715256,484707,4537432,4.077820387,"M"
162,"q_ilex",56.637,343.119156799686,42.8507152659661,0.00387970190777615,13,0,0.00183827197921296,0.00204142992856319,484767,4537432,6.770877452,"M"
163,"q_ilex",33.15,353.002265270582,42.3712867406211,0.00199713468416395,10,0,0.000817389810033378,0.00117974487413057,484827,4537432,4.488664761,"M"
164,"q_ilex",15.2345,350.152837667136,21.4988858851209,0.00146769585425317,9,0,0.000223890258088976,0.0012438055961642,484887,4537432,4.302135496,"M"
165,"q_ilex",40.4159,359.973186325157,32.0940338359088,0.0021524350062605,12,0,0.0011218159766602,0.00103061902960029,484827,4537372,4.485169125,"M"
166,"q_ilex",19.7114,354.905214778348,21.6492991304936,0.00105223858672942,11,6,0.000392763939902136,0.000659474646827288,484887,4537372,3.948079834,"M"
1,"q_faginea",0,NA,NA,0,8,0,0,0,484647,4538512,5.670741873,"M"
2,"q_faginea",0,NA,NA,0,7,1,0,0,484707,4538512,5.23927948,"M"
3,"q_faginea",0,NA,NA,0,13,0,0,0,484767,4538512,6.349681892,"M"
5,"q_faginea",0,NA,NA,0,0,0,0,0,484587,4538452,5.171092081,"M"
6,"q_faginea",0,NA,NA,0,9,0,0,0,484647,4538452,5.673100777,"M"
7,"q_faginea",0,NA,NA,0,1,0,0,0,484707,4538452,4.740526383,"M"
8,"q_faginea",0,NA,NA,0,1,0,0,0,484767,4538452,5.317805786,"M"
11,"q_faginea",0,NA,NA,0,4,0,0,0,484527,4538392,5.149321032,"A"
12,"q_faginea",0,NA,NA,0,11,0,0,0,484587,4538392,5.487672162,"M"
13,"q_faginea",0,NA,NA,0,3,0,0,0,484647,4538392,5.531063805,"M"
14,"q_faginea",0,NA,NA,0,6,0,0,0,484707,4538392,5.46776329,"M"
15,"q_faginea",0,NA,NA,0,1,0,0,0,484767,4538392,5.745573082,"M"
21,"q_faginea",0,NA,NA,0,7,0,0,0,484647,4538332,4.920506868,"M"
22,"q_faginea",0,NA,NA,0,2,0,0,0,484707,4538332,4.991032419,"M"
23,"q_faginea",0,NA,NA,0,1,1,0,0,484767,4538332,5.097006645,"M"
24,"q_faginea",0,NA,NA,0,3,0,0,0,484827,4538332,5.501200781,"M"
29,"q_faginea",0,NA,NA,0,1,0,0,0,484587,4538272,4.285995197,"A"
30,"q_faginea",0,NA,NA,0,0,0,0,0,484647,4538272,5.083125916,"M"
31,"q_faginea",0,NA,NA,0,1,0,0,0,484707,4538272,5.648537407,"M"
32,"q_faginea",0,NA,NA,0,7,0,0,0,484767,4538272,5.101229448,"M"
33,"q_faginea",0,NA,NA,0,5,2,0,0,484827,4538272,5.391628971,"M"
38,"q_faginea",0,NA,NA,0,8,0,0,0,484587,4538212,4.668449726,"A"
39,"q_faginea",0,NA,NA,0,8,0,0,0,484647,4538212,4.965509195,"M"
40,"q_faginea",0,NA,NA,0,5,0,0,0,484707,4538212,5.034610386,"M"
41,"q_faginea",0,NA,NA,0,6,2,0,0,484767,4538212,4.942384281,"M"
42,"q_faginea",0,NA,NA,0,1,1,0,0,484827,4538212,5.233710365,"M"
48,"q_faginea",0,NA,NA,0,3,0,0,0,484587,4538152,4.992023563,"A"
49,"q_faginea",0,NA,NA,0,6,0,0,0,484647,4538152,5.986066246,"A"
50,"q_faginea",0,NA,NA,0,2,0,0,0,484707,4538152,4.005764246,"M"
51,"q_faginea",0,NA,NA,0,6,3,0,0,484767,4538152,4.610514984,"M"
52,"q_faginea",0,NA,NA,0,12,2,0,0,484827,4538152,4.619715872,"M"
58,"q_faginea",0,NA,NA,0,7,0,0,0,484647,4538092,4.943268228,"A"
59,"q_faginea",0,NA,NA,0,10,2,0,0,484707,4538092,4.404579315,"M"
60,"q_faginea",0,NA,NA,0,5,0,0,0,484767,4538092,7.461274109,"M"
61,"q_faginea",0,NA,NA,0,3,0,0,0,484827,4538092,5.28312789,"M"
68,"q_faginea",0,NA,NA,0,6,0,0,0,484707,4538032,5.28224453,"A"
69,"q_faginea",0,NA,NA,0,5,2,0,0,484767,4538032,4.871879578,"M"
70,"q_faginea",0,NA,NA,0,2,0,0,0,484827,4538032,6.429294605,"M"
79,"q_faginea",0,NA,NA,0,6,0,0,0,484767,4537972,4.999222355,"M"
80,"q_faginea",0,NA,NA,0,2,0,0,0,484827,4537972,5.840977459,"M"
88,"q_faginea",0,NA,NA,0,4,0,0,0,484767,4537912,4.628961849,"M"
89,"q_faginea",0,NA,NA,0,10,0,0,0,484827,4537912,5.33721446,"M"
98,"q_faginea",0,NA,NA,0,6,0,0,0,484827,4537852,5.965734749,"M"
107,"q_faginea",0,NA,NA,0,9,0,0,0,484827,4537792,5.120304213,"M"
108,"q_faginea",0,NA,NA,0,8,1,0,0,484887,4537792,6.365082293,"M"
117,"q_faginea",0,NA,NA,0,12,0,0,0,484887,4537732,5.944261551,"M"
118,"q_faginea",0,NA,NA,0,2,0,0,0,484947,4537732,6.420612907,"M"
126,"q_faginea",0,NA,NA,0,8,0,0,0,484887,4537672,5.551082706,"M"
127,"q_faginea",0,NA,NA,0,8,0,0,0,484947,4537672,5.181126432,"M"
128,"q_faginea",0,NA,NA,0,8,2,0,0,485007,4537672,6.772457294,"M"
